Nom méthode;Famille méthode de contrôle biologique;Sous-famille méthode de contrôle biologique;Type de traitement;Partie traitée;Mode d'action;Groupe ciblé;Cible principale;"Autres caractéristiques (précision; nom commercial; caractéristiques d'emploi…)";Stade d'application;RDD ou OAD;Nombre d'application;Dose application;Niveau de satisfaction de l'utilisation de la méthode;Filière;Cultures;Pleine terre ou abri;Période expérimentation;Nom du projet;Site expérimental;Code postal site;Nom du système;Lien fiche SYSTEME
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Détection/piégeages de masse;Lépidoptères;Mineuses;Piège à phéromone Piège à phéromone;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Soufre sous différentes formes;Apports plus fréquents que produit de synthèse;Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Apports réguliers;Insatisfaisant;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Apports réguliers;Insatisfaisant;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Aleurodes;Macrolophus avec cystes de Artemia (crevette nourrisage);"Implantation tardives; période d'apport encore à l'étude apport précoces d'adultes 2 à 3 apports de 0;5 à 1 par m²";Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Lépidoptères;Mineuses;Apports réguliers;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Détection/piégeages de masse;Lépidoptères;Mineuses;Piège à phéromone Piège à phéromone;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Produit de biocontrole dont le soufre et évaporateur à soufre;Apports plus fréquents que produit de synthèse;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site B - GUIPAVAS;29490;Serre B Dephy;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf;;;
Acide pélargonique;Substances naturelles;Origine végétale;Herbicides;Sol;Herbicides;Végétaux;Adventices;Beloukha;Sur adventices au stade plantule 2 passage après plantation et après rebutage;Bon;Légumes;"Artichaut; scarole";Plein champ;2013-2017;ECOLEG;Sica CENTREX - Torreilles;66440;Ecoleg;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_ECOLEG_Sica%20CENTREX_Ecoleg.pdf;;;
Phosphonates de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicides sytémique vis-à-vis des oomycètes;Oomycètes;Mildiou;"Phosphonate de potassium  LBG; Etonan";Traitement en plein;Bon;Légumes;"Artichaut; scarole";Plein champ;2013-2017;ECOLEG;Sica CENTREX - Torreilles;66440;Ecoleg;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_ECOLEG_Sica%20CENTREX_Ecoleg.pdf;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Tordeuses;Confusion sexuelle;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2012-2018;EcoPêche;SERFEL;30800;Essai 1 Bas Intrants;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_bas%20intrants.pdf;;;;
Glu;Autres méthodes;Barrières;Insecticides;Aérienne;Effet barrières;Dermaptères;Forficules;;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2013-2018;EcoPêche;SERFEL;30800;Essai 2 Eco Innovant;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_Eco-Innov.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Mineuses;Confusion sexuelle;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2013-2018;EcoPêche;SERFEL;30800;Essai 2 Eco Innovant;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_Eco-Innov.pdf;;;;
Glu;Autres méthodes;Barrières;Insecticides;Aérienne;Effet barrières;Dermaptères;Forficules;;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2012-2018;EcoPêche;SEFRA;26800;Faibles intrants;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf;;;;
Huiles diverses;Substances naturelles;Origine végétale;Insecticides;Aérienne;Asphyxies;Pucerons;Pucerons;Huile blanche;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2012-2018;EcoPêche;SEFRA;26800;Faibles intrants;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Tordeuses;Confusion sexuelle;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2012-2018;EcoPêche;SEFRA;26800;Faibles intrants;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;;Bon;Arboriculture;Pêcher/nectarine;Plein champ;2012-2018;EcoPêche;SEFRA;26800;Faibles intrants;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf;;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Tordeuses;Si seuil de dégât dépassé malgré la confusion sexuelle;Bon;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Glu;Autres méthodes;Barrières;Insecticides;Aérienne;Effet barrières;Dermaptères;Forficules;forficules;Bon;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Granulovirus;Micro-organismes;Préparation virale;Insecticides;Aérienne;Ingestion;Lépidoptères;Tordeuses;Si seuil de dégât dépassé malgré la confusion sexuelle;Bon;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Huiles diverses;Substances naturelles;Origine végétale;Insecticides;Aérienne;Asphyxies;Pucerons;Pucerons;Huile blanche;Mitigé;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Tordeuses;Confusion sexuelle;Bon;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;avant stade durcissement du noyau;Bon;Arboriculture;Pêcher;Plein champ;2013-2018;EcoPêche;INRA - Domaine Saint Paul;84914;S3 : ECOnome 2;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf;;;;
Bacillus amyloliquefaciens;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;Produits contre le botrytis associés à l'effeuillage;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Bacillus amyloliquefaciens;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;utilisé seul;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Val de Loire-Centre;Domaine le Colombier;49230;Dephy 1;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Domaine%20du%20Colombie_Syst%C3%A8me%C2%A0DEPHY1.pdf;;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Eudemis;Kurstak Sur la deuxième génération la première n'étant pas traitée;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;Lycée agricole de Rivesaltes;66600;InnoBio;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf;;;;
Gestion de la vigueur et aération de la végétation;Autres méthodes;Effeuillages;Fongicides;Aérienne;Effet aération;Ascomycètes;Botrytis cinerea;;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Gestion de la vigueur et aération de la végétation;Autres méthodes;Effeuillages;Fongicides;Aérienne;Effet aération;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Gestion de la vigueur et aération de la végétation;Autres méthodes;Effeuillages;Fongicides;Aérienne;Effet aération;Ascomycètes;Botrytis cinerea;;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;;
Gestion de la vigueur et aération de la végétation;Autres méthodes;Effeuillages;Fongicides;Aérienne;Effet aération;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Fongicides;Aérienne;Asphyxies;Ascomycètes;Oïdium;;"Oïdium avec soufre; mildiou avec Cu";Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Fongicides;Aérienne;Asphyxies;Oomycètes;Mildiou;Huiles essentielles de pépins de pamplemousse avec Cu. Jusqu’à 2 traitement par semaine en juin;Bon;Viticulture;Vigne;Plein champ;2013-2018;EcoViti Alsace;OPABA - Chatenois;67730;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf;;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Fongicides;Aérienne;Asphyxies;Oomycètes;Mildiou;Huiles essentielles d'écorce d'orange douce avec Cu. Jusqu’à 2 traitement par semaine en juin;Bon;Viticulture;Vigne;Plein champ;2013-2018;EcoViti Alsace;OPABA - Chatenois;67730;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf;;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Fongicides;Aérienne;Asphyxies;Ascomycètes;Oïdium;;"Oïdium avec soufre; mildiou avec Cu";Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Aucun avis émis;Viticulture;Vigne;Plein champ;2012-2017;Cors'Expé;Domaine Terra Vecchia (CRVI);20270;Réduction de dose;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27EXPE_CRVI.pdf;Non spécifié;;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;Non spécifié;;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Mitigé;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;Non spécifié;;;;
Mélange vesce avoine graminées et matière organique;Plantes de service;Plantes attractives;Insecticides;Aérienne;Plantes attractives;Acariens;Acariens;Réservoir de biodiversite sur inter-rangs;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Mélange vesce avoine graminées et matière organique;Plantes de service;Plantes attractives;Insecticides;Aérienne;Plantes attractives;Hémiptères;Cochenilles;Réservoir de biodiversite sur inter-rangs;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Mélange vesce avoine graminées et matière organique;Plantes de service;Plantes attractives;Insecticides;Aérienne;Plantes attractives;Acariens;Acariens;Réservoir de biodiversite sur inter-rangs;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;;
Mélange vesce avoine graminées et matière organique;Plantes de service;Plantes attractives;Insecticides;Aérienne;Plantes attractives;Hémiptères;Cochenilles;Réservoir de biodiversite sur inter-rangs;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Tordeuses;Diffuseurs de phéromones de synthèse Confusion sexuelle;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Eudemis;Nécessité d'un projet collectif  Confusion sexuelle;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;Lycée agricole de Rivesaltes;66600;InnoBio;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Eudemis;Confusion sexuelle;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;Station de Tresserre;66300;InnoBio;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Confusion sexuelle;Lépidoptères;Eudemis;Confusion sexuelle;Bon;Viticulture;Vigne;Plein champ;2013-2017;EcoViti Val de Loire-Centre;Lycée Amboise;37402;Dephy 1;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Amboise.pdf;;;;
Phosphonates de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Oomycètes;Mildiou;;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Aquitaine;Château Grand Baril;33570;Ecoviti;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_Ecoviti%20Aquitaine_Gd%20Baril_Ecoviti.pdf;;;;
Phosphonates de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Oomycètes;Mildiou;Accident en 2017;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;SERFEL (SudExpé);30800;IPM -50%;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_SudExp%C3%A9_IPM-50%25.pdf;;;;
Phosphonates de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Oomycètes;Mildiou;Phosphonates de potassium avec substance active de contact;Bon;Viticulture;Vigne;Plein champ;2012-2018;EcoViti Val de Loire-Centre;Domaine le Colombier;49230;Dephy 1;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Domaine%20du%20Colombie_Syst%C3%A8me%C2%A0DEPHY1.pdf;;;;
Propolis avec Cu;Substances naturelles;Origine animale;Fongicides;Aérienne;Fongicides mutli sites;Oomycètes;Mildiou;Jusqu’à 2 traitement par semaine en juin;Bon;Viticulture;Vigne;Plein champ;2013-2018;EcoViti Alsace;OPABA - Chatenois;67730;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf;;;;
Purins;Substances naturelles;Origine végétale;Fongicides;Aérienne;Répulsif;Ascomycètes;Oïdium;Purins de prêle et d'ortie  Purins de prêle et d'ortie;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Purins;Substances naturelles;Origine végétale;Fongicides;Aérienne;Fongicide de contact multi-sites;Oomycètes;Mildiou;"Purins de prêle; d'ortie et d'osier avec Cu Prêle assèche le milieu; ortie effet SDP";Bon;Viticulture;Vigne;Plein champ;2013-2018;EcoViti Alsace;OPABA - Ingersheim;68040;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf;;;;
Purins;Substances naturelles;Origine végétale;Fongicides;Aérienne;Répulsif;Ascomycètes;Oïdium;Purins de prêle et d'ortie;Mitigé;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Wintzenheim;68920;EcoVitiAB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2013-2018;EcoViti Alsace;OPABA - Chatenois;67730;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Aquitaine;Château Grand Baril;33570;Ecoviti;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_Ecoviti%20Aquitaine_Gd%20Baril_Ecoviti.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Aquitaine;INRA - La Grande Ferrade;33140;INT;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecoviti%20Aquitaine_INRA_INT.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Aquitaine;Château les Vergnes;33220;Les Lèves Mn Ecoviti;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecoviti%20Aquitaine_Les%20Vergnes_Les%20L%C3%A8ves%20Mn.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Forte pression certaines années;Bon;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;Lycée agricole de Rivesaltes;66600;InnoBio;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf;;;;
Stimulateur des défenses;Autres méthodes;Stimulateur des défenses;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;;Bon;Viticulture;Vigne;Plein champ;2014-2018;EcoViti Alsace;INRA Ribeauvillé;68150;EcoViti AB;http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf;;;;
Stimulateur des défenses;Autres méthodes;Stimulateur des défenses;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;;Aucun avis émis;Viticulture;Vigne;Plein champ;2012-2017;EcoViti Arc Méditerranéen;Domaine du Chapitre;34750;Grenache - IPM -50%;https://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecoviti%20Arc%20Med_Chapitre_IPM-50%25.pdf;;;;
Bacillus pumilus;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes contre sclérotinose;Ascomycètes;Sclérotinia;Bacillus pumilus souche qst 2808 devrait être associé à un fongicide ?;Aucun avis émis;Grandes cultures;Colza;Plein champ;2013-2018;EXPE Ecophyto Lorrain;Haroué;54740;Intégré 5 ans;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecophyto%20Lorrain_Harou%C3%A9_Int%C3%A9gr%C3%A9%205%20ans.pdf;;;;
Colza précoce en mélange;Plantes de service;Plantes pièges;Insecticides;Aérienne;Plantes pièges;Coloéptères;Méligèthes;Variétés pécoces et de printemps;Bon;Grandes cultures;Colza;Plein champ;2013-2018;EXPE Ecophyto Lorrain;Haroué;54740;Intégré 5 ans;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecophyto%20Lorrain_Harou%C3%A9_Int%C3%A9gr%C3%A9%205%20ans.pdf;;;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;Piège à phéromone;Bon;Grandes cultures;Colza;Plein champ;2013-2018;EXPE Ecophyto Lorrain;Haroué;54740;Intégré 5 ans;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecophyto%20Lorrain_Harou%C3%A9_Int%C3%A9gr%C3%A9%205%20ans.pdf;;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;colza si dégats en culture;Bon;Grandes cultures;Colza;Plein champ;2013-2018;EXPE Ecophyto Lorrain;Haroué;54740;Intégré 5 ans;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecophyto%20Lorrain_Harou%C3%A9_Int%C3%A9gr%C3%A9%205%20ans.pdf;;;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;Piège à phéromone;Bon;Grandes cultures;Tournesol;Plein champ;2013-2018;EXPE Ecophyto Lorrain;Haroué;54740;Intégré 5 ans;http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecophyto%20Lorrain_Harou%C3%A9_Int%C3%A9gr%C3%A9%205%20ans.pdf;;;;
